Supplier,Supplier Industry,Supplier Country,Customer,Customer Industry,Customer Country,Relationship1,Relationship2,Relationship3
HD Korea Shipbuilding & Offshore Engineering Co Ltd,Transportation Equipment,South Korea,Kuwait Petroleum Corp,Oil & Gas Producers,Kuwait,suppliesTo,locatedIn,operatesIn
Zijin Mining Group Co Ltd,Metals & Mining,China,Kyrgyzaltyn OJSC,Metals & Mining,Kyrgyzstan,suppliesTo,locatedIn,operatesIn
Gazprom PJSC,Oil & Gas Producers,Russia,Latvijas Gaze,Gas & Water Utilities,Latvia,suppliesTo,locatedIn,operatesIn
Holcim AG,Construction Materials,Switzerland,Holcim Liban SAL,Construction Materials,Lebanon,suppliesTo,locatedIn,operatesIn
Eni SpA,Oil & Gas Producers,Italy,National Oil Corp,Oil & Gas Producers,Libyan Arab Jamahiriya,suppliesTo,locatedIn,operatesIn
Hyundai Engineering & Construction Co Ltd,Engineering & Construction,South Korea,General Electricity Co of Libya,Electric Utilities,Libyan Arab Jamahiriya,suppliesTo,locatedIn,operatesIn
Usinas Siderurgicas de Minas Gerais SA USIMINAS,Steel,Brazil,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Usinas Siderurgicas de Minas Gerais SA USIMINAS,Steel,Brazil,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Tameh Polska Sp zoo,Electric Utilities,Japan,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Industrias CH SAB de CV,Steel,Mexico,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Industrias CH SAB de CV,Steel,Mexico,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
TMK PJSC,Steel,Russia,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
KISWIRE Ltd,Steel,South Korea,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
ABB Ltd,Electrical Equipment,Switzerland,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Tecpetrol SA,Oil & Gas Producers,Argentina,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Ternium Argentina SA,Steel,Argentina,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Transportadora Gas del Norte SA,Gas & Water Utilities,Argentina,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Pluspetrol SA,Oil & Gas Producers,Argentina,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Tecpetrol SA,Oil & Gas Producers,Argentina,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Transportadora Gas del Norte SA,Gas & Water Utilities,Argentina,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
YPF SA,Oil & Gas Producers,Argentina,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
BHP Group Ltd,Metals & Mining,Australia,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
MC Mining Ltd,Metals & Mining,Australia,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
BHP Group Ltd,Metals & Mining,Australia,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
voestalpine AG,Steel,Austria,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Vale SA,Metals & Mining,Brazil,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Gerdau SA,Steel,Brazil,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
MRS Logistica SA,Transportation & Logistics,Brazil,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Vale SA,Metals & Mining,Brazil,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
MRS Logistica SA,Transportation & Logistics,Brazil,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Vale SA,Metals & Mining,Brazil,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Teck Resources Ltd,Metals & Mining,Canada,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Sigdo Koppers SA,Chemicals,Chile,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Hesteel Co Ltd,Steel,China,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Metallurgical Corp of China Ltd,Engineering & Construction,China,Eurasian Resources Group,Metals & Mining,Luxembourg,suppliesTo,locatedIn,operatesIn
Inner Mongolia BaoTou Steel Union Co Ltd,Steel,China,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Inner Mongolia BaoTou Stool Union Co Ltd,Steel,China,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Vestas Wind Systems A/S,Renewable Energy,Denmark,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Veolia Environnement SA,Gas & Water Utilities,France,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Electricite de France SA,Electric Utilities,France,Orano SA,Metals & Mining,Luxembourg,suppliesTo,locatedIn,operatesIn
Electricite de France SA,Electric Utilities,France,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
TotalEnergies SE,Oil & Gas Producers,France,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
thyssenkrupp AG,Steel,Germany,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Bayerische Motoren Werke AG,Automotive,Germany,Logwin AG,Transportation & Logistics,Luxembourg,suppliesTo,locatedIn,operatesIn
Volkswagen AG,Automotive,Germany,Pacific Drilling SA,Oil & Gas Services & Equip,Luxembourg,suppliesTo,locatedIn,operatesIn
thyssenkrupp AG,Steel,Germany,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Arcelormittal Nippon Steel India Ltd,Steel,India,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Krakatau Steel Persero Tbk PT,Steel,Indonesia,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Eni SpA,Oil & Gas Producers,Italy,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Kobe Steel Ltd,Steel,Japan,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
JFE Holdings Inc,Steel,Japan,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
ArcelorMittal SA,Steel,Luxembourg,APERAM SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
APERAM SA,Steel,Luxembourg,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Ternium SA,Steel,Luxembourg,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
ArcelorMittal SA,Steel,Luxembourg,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Ternium SA,Steel,Luxembourg,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
ArcelorMittal SA,Steel,Luxembourg,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Tenaris SA,Steel,Luxembourg,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Grupo Pochteca SAB de CV,Chemicals,Mexico,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Grupo Simec SAB de CV,Steel,Mexico,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Grupo Simeo SAB de CV,Steel,Mexico,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Comision Federal de Electricidad,Electric Utilities,Mexico,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Techgen SA de CV,Electric Utilities,Mexico,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Ternium Mexico SA de CV,Steel,Mexico,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Comision Federal de Electricidad,Electric Utilities,Mexico,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Petroleos Mexicanos,Oil & Gas Producers,Mexico,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Techgen SA de CV,Electric Utilities,Mexico,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Enel Generacion Peru SAA,Electric Utilities,Peru,Nexa Resources SA,Metals & Mining,Luxembourg,suppliesTo,locatedIn,operatesIn
Alkat Sp ZOO,Gas & Water Utilities,Poland,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Tameh Polska Sp ZOO,Electric Utilities,Poland,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Mechel PJSC,Steel,Russia,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Saudi Steel Pipe Co,Steel,Saudi Arabia,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
African Rainbow Minerals Ltd,Metals & Mining,South Africa,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Anglo American Platinum Ltd,Metals & Mining,South Africa,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Kumba Iron Ore Ltd,Metals & Mining,South Africa,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Posco International Corp,Steel,South Korea,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
LG Energy Solution Ltd,Automotive,South Korea,Arrival SA,Transportation Equipment,Luxembourg,suppliesTo,locatedIn,operatesIn
Air Liquide SA,Chemicals,Spain,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Gestamp Automocion SA,Automotive,Spain,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Air Liquide SA,Chemicals,Spain,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Air Liquide SA,Chemicals,Spain,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Repsol SA,Oil & Gas Producers,Spain,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
SKF AB,Industrial Intermediate Prod,Sweden,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,Switzerland,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Anglo American Platinum Ltd,Metals & Mining,United Kingdom,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Ferroglobe PLC,Metals & Mining,United Kingdom,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,United Kingdom,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Rio Tinto PLC,Metals & Mining,United Kingdom,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Pressure Technologies PLC,Machinery,United Kingdom,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Rio Tinto PLC,Metals & Mining,United Kingdom,Tenaris SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
BP PLC,Oil & Gas Producers,United Kingdom,Ternium SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Cleveland-Cliffs Inc,Steel,USA,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Quanta Services Inc,Engineering & Construction,USA,ArcelorMittal SA,Steel,Luxembourg,suppliesTo,locatedIn,operatesIn
Fluor Corp,Engineering & Construction,USA,INVISTA Sarl,Chemicals,Luxembourg,suppliesTo,locatedIn,operatesIn
Posco International Corp,Steel,South Korea,Ambatovy Minerals SA,Metals & Mining,Madagascar,suppliesTo,locatedIn,operatesIn
KEPCO Plant Service & Engineering Co Ltd,Engineering & Construction,South Korea,Dynatec Madagascar SA,Metals & Mining,Madagascar,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,Dynatec Madagascar SA,Metals & Mining,Madagascar,suppliesTo,locatedIn,operatesIn
Posco International Corp,Steel,South Korea,Dynatec Madagascar SA,Metals & Mining,Madagascar,suppliesTo,locatedIn,operatesIn
Medco Energi Internasional Tbk PT,Oil & Gas Producers,Indonesia,Petroliam Narsional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
JFE Holdings Inc,Steel,Japan,Mycron Steel Bhd,Steel,Malaysia,suppliesTo,locatedIn,operatesIn
Taiwan Styrene Monomer,Chemicals,Taiwan,Petroliam Narsional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Changing Jianshe Vehicle System Co Ltd,Automotive,China,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Changing Jianshe Vehicle System Co Ltd,Automotive,China,UCM Industrial Corp Bhd,Electrical Equipment,Malaysia,suppliesTo,locatedIn,operatesIn
JHE Holdings Inc,Steel,Japan,Perusahaan Sadur Timah Malaysia PERSTIMA Bhd,Industrial Intermediate Prod,Malaysia,suppliesTo,locatedIn,operatesIn
Hankuk Steel Wire Co Ltd,Steel,South Korea,Petroliam Nasional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Hankuk Steel Wire Co Ltd,Steel,South Korea,Sapura Energy Bhd,Oil & Gas Services & Equip,Malaysia,suppliesTo,locatedIn,operatesIn
Magna International Inc,Automotive,Canada,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
China Steel Corp,Steel,China,CSC Steel Holdings Bhd,Steel,Malaysia,suppliesTo,locatedIn,operatesIn
Zhejiang Geely Holding Group Co Ltd,Automotive,China,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
China Steel Corp,Steel,China,Ingenieur Gudang Bhd,Steel,Malaysia,suppliesTo,locatedIn,operatesIn
Xuzhou Construction Machinery Group Co Ltd,Machinery,China,Lotte Chemical Titan Holding Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Renault SA,Automotive,France,Tan Chong Motor Holdings Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Heidelberg Materials AG,Construction Materials,Germany,Aneka Jaringan Holdings Bhd,Engineering & Construction,Malaysia,suppliesTo,locatedIn,operatesIn
Deutsche Lufthansa AG,Transportation & Logistics,Germany,CAPITAL A BHD,Transportation & Logistics,Malaysia,suppliesTo,locatedIn,operatesIn
Heidelberg Materials AG,Construction Materials,Germany,Knusford BHD,Engineering & Construction,Malaysia,suppliesTo,locatedIn,operatesIn
SFC Energy AG,Renewable Energy,Germany,Petroliam Narsional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
SFC Energy AG,Renewable Energy,Germany,Petroliam Nasional Bhd 17) Vector,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
BASF SE,Chemicals,Germany,Petronas Chemicals Group Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Schaeffler AG,Automotive,Germany,Sapura Industrial Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
SJM Holdings Co Ltd,Automotive,Hong Kong,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
CNOOC Ltd,Oil & Gas Producers,Hong Kong,Petroliam Nasional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Medco Energi Internasional Tbk PT,Oil & Gas Producers,Indonesia,Petroliam Nasional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Bayan Resources Tbk PT,Metals & Mining,Indonesia,Tenaga Nasional Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
Bakrie and Brothers Tbk PT,Steel,Indonesia,YTL Power International Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
Mitsubishi Gas Chemical Co Inc,Chemicals,Japan,Batu Kawan Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Kawasaki Heavy Industries Ltd,Diversified Industrials,Japan,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Komatsu Ltd,Machinery,Japan,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Sumitomo Electric Industries Ltd,Automotive,Japan,JCY International Bhd,Technology Hardware,Malaysia,suppliesTo,locatedIn,operatesIn
JFE Holdings Inc,Steel,Japan,MISC Bhd,Transportation & Logistics,Malaysia,suppliesTo,locatedIn,operatesIn
JFE Holdings Inc,Steel,Japan,Perusahaan Sadur Timah Malaysia PERSTIMA Bhd,Industrial Intermediate Prod,Malaysia,suppliesTo,locatedIn,operatesIn
JGC Holdings Corp,Engineering & Construction,Japan,Petroliam Narsional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
JGC Holdings Corp,Engineering & Construction,Japan,Petroliam Nasional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Denso Corp,Automotive,Japan,UMW Holdings Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Toyota Motor Corp,Automotive,Japan,UMW Holdings Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Toyota Tsusho Corp,Metals & Mining,Japan,UMW Holdings Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Tenaga Nasional Bhd,Electric Utilities,Malaysia,Astino Bhd,Industrial Intermediate Prod,Malaysia,suppliesTo,locatedIn,operatesIn
Tenaga Nasional Bhd,Electric Utilities,Malaysia,Divfex Bhd,Technology Services,Malaysia,suppliesTo,locatedIn,operatesIn
Tenaga Nasional Bhd,Electric Utilities,Malaysia,EG Industries Bhd,Technology Hardware,Malaysia,suppliesTo,locatedIn,operatesIn
Petroliam Nasional Bhd,Oil & Gas Producers,Malaysia,Gas Malaysia Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Tenaga Nasional Bhd,Electric Utilities,Malaysia,Jadi Imaging Holdings Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Tenaga Nasional Bhd,Electric Utilities,Malaysia,Malakoff Corp Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
Tenaga Nasional Bhd,Electric Utilities,Malaysia,Malaysia Airports Holdings Bhd,Transportation & Logistics,Malaysia,suppliesTo,locatedIn,operatesIn
Petronas Chemicals Group Bhd,Chemicals,Malaysia,Malaysian Npk Fertilizer Sdn Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Petronas Chemicals Group Bhd,Chemicals,Malaysia,Petroliam Nasional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Southern Cable Group Bhd,Electrical Equipment,Malaysia,Petroliam Nasional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Petroliam Nasional Bhd,Oil & Gas Producers,Malaysia,Petronas Chemicals Group Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Tenaga Nasional Bhd,Electric Utilities,Malaysia,Petronas Chemicals Group Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Petronas Chemicals Group Bhd,Chemicals,Malaysia,Petronas Gas Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Tenaga Nasional Bhd,Electric Utilities,Malaysia,Petronas Gas Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Prestar Resources Bhd,Steel,Malaysia,Tenaga Nasional Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
Southern Cable Group Bhd,Electrical Equipment,Malaysia,Tenaga Nasional Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
Aker Solutions ASA,Oil & Gas Services & Equip,Norway,MISC Bhd,Transportation & Logistics,Malaysia,suppliesTo,locatedIn,operatesIn
SJM Co Ltd,Automotive,South Korea,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Hyundai Engineering & Construction Co Ltd,Engineering & Construction,South Korea,Edra Energy Sdn Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
Kumho Petrochemical Co Ltd,Chemicals,South Korea,Hartalega Holdings Bhd,Industrial Intermediate Prod,Malaysia,suppliesTo,locatedIn,operatesIn
Hyundai Engineering & Construction Co Ltd,Engineering & Construction,South Korea,Malaysian Refining Co Sdn Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
Hankook Tire & Technology Co Ltd,Automotive,South Korea,Perodua Auto Corp Sdn Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Hyundai Engineering & Construction Co Ltd,Engineering & Construction,South Korea,Petronas Gas Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Prestar Resources Bhd,Steel,Malaysia,suppliesTo,locatedIn,operatesIn
Hyundai Engineering & Construction Co Ltd,Engineering & Construction,South Korea,Tenaga Nasional Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,Tenaga Nasional Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
Kumho Petrochemical Co Ltd,Chemicals,South Korea,Top Glove Corp Bhd,Industrial Intermediate Prod,Malaysia,suppliesTo,locatedIn,operatesIn
Holcim AG,Construction Materials,Switzerland,Knusford BHD,Engineering & Construction,Malaysia,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,Switzerland,Press Metal Aluminium Holdings Bhd,Metals & Mining,Malaysia,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,Switzerland,Southern Cable Group Bhd,Electrical Equipment,Malaysia,suppliesTo,locatedIn,operatesIn
Chung Hung Steel Corp,Steel,Taiwan,CSC Steel Holdings Bhd,Steel,Malaysia,suppliesTo,locatedIn,operatesIn
Right WAY Industrial Co Ltd,Automotive,Taiwan,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Right WAY Industrial Co Ltd,Automotive,Taiwan,Hicom-Honda Manufacturing Malaysia Sdn Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
Right WAY Industrial Co Ltd,Automotive,Taiwan,Perusahaan Otomobil Kedua Sdn,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
CTCI Corp,Engineering & Construction,Taiwan,Tenaga Nasional Bhd,Electric Utilities,Malaysia,suppliesTo,locatedIn,operatesIn
AAPICO Hitech PCL,Automotive,Thailand,DRB-Hicom Bhd,Automotive,Malaysia,suppliesTo,locatedIn,operatesIn
BP PLC,Oil & Gas Producers,United Kingdom,Petronas Chemicals Group Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,United Kingdom,Press Metal Aluminium Holdings Bhd,Metals & Mining,Malaysia,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,United Kingdom,Southern Cable Group Bhd,Electrical Equipment,Malaysia,suppliesTo,locatedIn,operatesIn
Rio Tinto PLC,Metals & Mining,United Kingdom,Southern Cable Group Bhd,Electrical Equipment,Malaysia,suppliesTo,locatedIn,operatesIn
Dow Inc,Chemicals,USA,Lotte Chemical Titan Holding Bhd,Chemicals,Malaysia,suppliesTo,locatedIn,operatesIn
Halliburton Co,Oil & Gas Services & Equip,USA,Petroliam Narsional Bhd,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
PetroVietnam Gas JSC,Oil & Gas Producers,Vietnam,Southern Gas Trading JSC,Oil & Gas Producers,Malaysia,suppliesTo,locatedIn,operatesIn
